168.5,263.5
171.5,264.5
185.5,263.0
135.5,259.0
188.0,263.0
185.0,262.0
178.5,262.0
172.5,264.5
175.5,265.0
179.5,264.0
168.0,264.5
164.5,264.5
163.5,264.5
153.5,262.5
157.5,264.5
156.0,264.5
154.5,263.0
150.0,263.0
153.5,264.5
147.5,264.0
146.5,262.5
140.5,262.0
138.0,262.0
152.5,260.0
137.5,261.0
127.5,260.5
131.0,262.0
133.5,262.5
118.0,260.0
117.5,260.0
120.5,259.5
114.5,258.5
124.0,260.5
109.5,260.0
102.0,255.0
101.0,256.0
100.5,258.5
103.0,261.5
81.5,251.5
89.0,256.0
79.5,249.5
92.5,265.0
81.5,250.5
97.5,255.5
122.5,260.5
117.0,259.5
122.0,257.5
137.5,262.0
142.0,262.5
141.5,262.0
144.0,263.5
151.0,263.5
150.0,264.0
160.5,263.0
160.0,263.0
164.0,264.5
164.0,263.5
170.5,263.5
172.0,263.0
175.0,263.0
178.5,263.5
187.0,261.5
183.0,263.0
189.5,262.0
187.0,262.0
200.5,260.5
197.0,262.0
189.0,262.5
186.5,262.0
183.0,262.0
182.0,263.5
177.5,263.0
178.5,263.5
171.5,263.0
167.0,263.0
161.5,263.0
161.5,265.5
157.5,261.5
156.0,265.5
155.0,264.0
152.0,264.0
152.0,264.0
141.5,262.0
147.0,263.5
139.0,261.5
135.0,261.5
140.5,264.0
130.0,260.5
126.0,260.5
132.0,263.0
115.0,259.5
113.0,259.5
123.0,262.0
117.0,262.5
107.5,258.0
99.5,254.0
105.0,259.0
119.5,269.0
103.5,258.0
96.5,254.0
102.5,260.5
98.5,260.0
95.5,259.0
90.5,258.0
86.0,252.0
82.5,252.0
77.5,249.5
75.5,248.5
74.5,251.5
76.0,249.0
79.0,250.0
91.5,255.5
110.0,257.0
121.0,261.5
122.5,259.5
123.5,259.0
143.5,262.0
141.5,262.5
144.0,264.0
149.0,264.5
152.0,263.5
153.0,263.0
157.5,264.5
164.0,264.5
169.5,263.5
175.5,263.5
174.5,263.5
179.0,264.0
177.0,262.5
183.5,263.0
190.5,262.0
188.0,262.0
189.0,262.0
205.5,262.0
197.0,262.0
194.5,262.0
191.0,262.0
187.5,262.0
183.0,261.0
178.5,262.5
176.0,262.0
167.5,261.5
184.0,263.5
167.5,262.0
166.0,265.0
165.5,264.5
162.5,264.5
154.0,264.0
160.5,264.0
146.0,264.0
146.5,262.5
150.0,262.5
148.0,264.0
145.5,263.0
146.5,263.5
146.0,263.0
138.5,261.5
132.0,263.0
136.5,262.0
131.5,261.5
128.0,261.5
129.5,262.5
119.5,261.0
119.0,260.5
108.5,256.5
111.0,258.0
103.0,257.5
100.0,256.5
110.0,261.5
101.5,258.5
107.0,262.0
90.0,256.0
93.5,255.0
77.5,249.5
75.5,248.0
82.0,253.0
86.0,251.5
85.0,252.0
94.0,253.5
110.0,261.5
106.5,255.5
121.5,259.5
121.5,259.5
130.0,260.5
129.0,261.0
139.0,260.5
139.5,262.0
139.0,262.5
147.5,264.0
150.0,262.5
156.0,264.5
158.5,264.5
158.0,263.5
164.5,264.5
169.5,263.0
171.0,263.5
178.0,264.5
183.5,262.0
180.5,262.0
187.5,262.5
192.0,261.5
193.5,260.0
192.5,262.5
199.0,261.5
188.5,263.0
190.0,261.0
181.5,264.0
185.0,264.5
187.0,262.0
184.0,263.0
190.0,261.5
174.0,261.5
181.5,263.5
175.5,263.5
171.5,262.5
164.5,263.5
164.0,263.0
163.0,266.5
160.5,264.5
156.0,266.5
152.5,264.0
154.5,263.5
149.0,262.5
143.0,261.5
142.5,263.5
137.5,261.0
135.5,262.5
137.0,263.5
131.0,261.5
128.0,261.5
119.5,260.5
129.5,260.5
117.0,260.0
114.5,257.0
112.5,260.5
110.5,262.5
107.5,259.5
105.0,259.5
99.5,257.5
91.5,253.0
85.0,252.5
81.5,254.5
79.5,250.5
87.5,252.5
98.5,256.5
102.0,256.5
114.5,260.5
111.5,258.5
122.5,262.0
123.5,263.0
129.0,260.0
128.5,261.0
140.5,263.0
136.5,261.5
146.5,264.0
146.0,263.5
156.5,264.5
153.5,264.5
158.5,263.5
167.0,263.5
166.5,263.0
172.5,263.5
177.5,263.5
176.0,262.0
182.5,263.5
189.0,261.5
199.0,261.0
200.5,262.0
196.5,261.5
201.5,258.0
194.5,264.0
192.0,262.5
181.0,261.0
189.0,263.0
184.0,263.0
179.5,261.0
186.0,263.5
177.0,262.0
173.5,263.5
171.5,264.5
166.5,264.0
164.0,264.5
161.0,263.5
156.5,266.0
152.0,263.0
144.5,262.5
146.0,263.0
133.5,262.0
134.0,262.0
139.0,263.0
129.0,263.5
127.0,263.0
125.0,262.5
128.0,261.5
120.5,259.5
125.5,261.5
105.5,257.5
109.5,262.5
102.5,257.5
95.0,254.5
104.0,260.5
96.5,257.5
95.0,257.5
73.5,246.5
83.5,250.0
72.5,248.0
82.0,251.5
97.0,258.0
102.0,259.5
120.5,269.0
109.5,260.5
105.5,257.5
125.0,262.5
128.0,259.5
127.0,260.5
129.5,260.5
139.0,262.5
145.0,265.0
151.0,262.5
152.0,264.0
153.0,263.0
163.0,263.5
161.5,263.5
167.0,263.5
170.0,263.5
178.5,263.5
180.0,263.0
182.0,262.5
186.0,263.0
188.5,261.0
194.5,261.0
192.5,261.0
187.5,262.5
189.5,262.0
181.5,263.0
182.0,262.0
174.0,262.0
176.5,262.0
182.5,264.5
172.0,263.0
176.5,262.5
174.0,264.5
169.0,264.0
168.5,263.5
166.0,263.5
164.0,263.5
160.5,264.5
148.0,263.0
157.0,264.0
155.0,264.0
152.5,264.0
146.5,263.5
145.5,262.5
142.5,263.5
144.0,263.0
135.0,261.5
134.5,262.5
135.0,261.0
126.0,260.0
127.0,260.5
124.5,262.5
118.0,260.5
113.0,257.0
110.5,257.5
109.0,258.0
99.0,254.5
98.0,253.0
110.0,263.0
103.5,259.0
100.0,256.5
97.5,258.0
79.5,249.5
91.0,255.0
86.0,257.0
88.0,255.5
72.0,249.5
70.0,250.0
73.5,250.0
94.5,255.5
106.0,261.5
114.0,268.5
124.5,264.0
113.5,258.5
107.5,256.0
131.0,262.5
132.5,261.5
134.5,261.5
141.5,262.0
149.5,263.5
155.5,263.0
154.5,264.5
161.0,263.5
164.0,263.0
166.5,264.5
168.0,264.0
171.0,263.0
177.5,263.5
180.0,263.0
180.5,263.0
183.5,263.0
188.0,263.0
188.5,262.0
196.0,260.0
194.0,260.0
198.5,263.0
183.5,261.0
191.5,262.0
183.5,262.0
183.5,262.0
180.5,263.5
175.0,263.0
177.0,263.5
172.5,263.5
170.0,264.0
166.0,264.0
157.0,263.5
150.5,263.0
153.5,262.5
162.5,264.5
147.0,263.5
151.0,264.0
137.0,263.0
138.0,262.5
138.0,263.5
127.0,260.0
127.0,260.5
123.5,262.0
121.5,259.0
114.0,258.5
119.0,260.0
105.5,256.0
101.5,255.5
102.0,255.0
101.0,256.5
100.5,258.5
92.0,255.0
95.0,257.5
74.0,247.0
88.5,256.0
69.0,245.5
85.5,254.0
75.0,250.0
65.5,248.5
87.0,254.5
105.5,262.0
117.5,269.0
113.5,261.5
114.5,259.0
113.5,258.5
129.0,260.5
137.0,263.5
147.5,263.0
153.0,264.5
149.5,262.5
155.5,264.5
161.5,264.5
164.0,263.5
166.5,265.5
172.0,264.5
176.5,263.5
183.0,264.0
190.0,262.0
190.5,263.0
200.5,261.5
189.5,261.5
190.5,263.0
177.0,262.0
183.0,262.5
174.0,263.0
176.5,263.0
175.5,262.5
168.5,263.5
166.5,264.5
165.5,262.5
160.5,263.5
149.5,263.5
145.5,262.5
151.0,264.0
147.0,262.5
147.5,263.5
139.0,262.0
136.0,262.5
137.5,262.5
130.0,261.5
128.0,261.0
127.0,261.5
121.0,261.0
121.0,260.0
116.0,259.5
108.5,258.0
110.5,262.5
103.0,258.5
93.5,252.0
106.5,262.0
97.5,258.0
81.0,251.5
90.0,256.0
74.0,246.5
84.0,258.0
67.0,246.0
81.5,253.5
71.5,250.5
83.0,251.0
91.5,258.0
95.0,253.0
109.5,262.0
111.5,260.5
89.0,248.5
121.5,261.0
130.5,260.5
141.5,263.0
138.0,262.0
147.5,262.5
153.5,264.5
153.5,262.5
156.5,264.5
158.5,264.0
162.0,263.5
165.0,263.5
170.5,263.5
174.5,263.5
172.0,262.5
178.5,263.5
187.0,262.5
190.0,262.5
194.0,262.0
199.0,263.5
191.5,260.5
200.0,262.0
183.5,261.0
186.0,263.0
186.0,262.0
180.0,263.0
181.0,261.5
173.0,264.0
168.5,264.5
167.0,263.5
168.0,265.0
160.0,264.5
161.0,263.5
159.5,264.0
151.0,263.5
152.0,263.0
154.5,264.5
148.0,263.5
147.0,263.0
138.5,263.0
146.0,264.0
127.0,261.0
122.0,260.0
129.5,262.0
123.5,261.5
124.5,261.0
121.5,262.5
114.5,258.5
112.0,260.0
121.5,259.0
110.0,260.0
96.0,254.0
106.5,258.5
97.0,255.0
94.0,254.5
104.5,263.0
84.0,256.0
86.0,253.5
67.5,244.5
82.0,254.0
63.5,246.5
89.0,255.0
113.0,269.0
102.5,256.5
123.5,260.5
117.0,257.5
129.0,262.5
130.0,263.0
132.0,261.5
137.0,262.0
141.0,263.5
146.5,263.5
152.0,264.0
153.5,264.0
159.5,263.5
167.5,262.5
172.5,263.0
176.5,263.5
176.5,263.0
182.5,263.5
187.0,262.5
187.5,261.5
191.5,261.0
198.5,263.0
188.0,262.5
186.0,262.0
176.5,261.5
179.5,263.5
189.5,264.0
181.0,263.0
178.5,263.0
171.5,264.5
169.0,263.0
169.5,264.5
168.0,264.5
162.5,264.5
160.5,264.5
154.5,265.5
150.5,262.5
151.0,265.5
148.0,263.5
149.5,263.0
145.0,263.5
135.0,262.5
133.5,262.5
132.0,262.5
129.0,260.5
134.5,263.0
129.5,263.0
120.5,261.5
126.0,260.0
116.0,259.5
119.0,262.0
114.0,261.5
107.0,257.5
105.0,260.0
102.5,257.0
93.5,252.5
97.0,255.5
93.0,257.5
85.5,254.5
86.0,252.5
77.5,251.5
70.5,246.5
78.0,251.5
67.0,245.5
100.5,256.5
93.0,253.0
106.0,256.5
119.5,268.5
108.0,257.5
118.0,260.0
105.5,256.0
123.5,260.0
134.5,260.5
130.0,261.5
136.0,260.0
140.0,262.0
